order_id,paid_total,payment_status,payments_count,last_payment_date,has_multiple_payments
1005,21298.82,paid,1,2024-04-23 01:21:37+00:00,False
10050,8718.12,paid,1,2024-08-17 19:28:56+00:00,False
10051,35935.14,paid,1,2024-09-07 00:20:26+00:00,False
10052,6051.09,paid,1,2024-01-20 10:55:47+00:00,False
10053,23465.18,paid,1,2023-11-08 05:30:36+00:00,False
10054,2034.52,paid,1,2024-07-18 10:02:28+00:00,False
10055,20686.76,paid,1,2023-08-11 10:54:48+00:00,False
10057,15882.88,paid,1,2024-08-11 03:12:21+00:00,False
10059,17768.88,paid,1,2023-09-04 11:57:25+00:00,False
1006,11321.54,paid,1,2024-08-26 14:39:04+00:00,False
10060,20485.6,paid,1,2023-08-10 19:04:40+00:00,False
10061,18452.89,paid,1,2024-05-12 11:07:27+00:00,False
10062,896.29,paid,1,2023-10-31 14:38:02+00:00,False
10064,11745.74,paid,1,2023-08-16 23:13:43+00:00,False
10065,1023.91,paid,1,2024-04-12 01:41:26+00:00,False
10066,3996.27,paid,1,2024-10-12 08:48:10+00:00,False
10067,26377.62,paid,1,2023-11-26 23:27:56+00:00,False
10068,9246.61,paid,1,2024-02-23 09:13:43+00:00,False
1007,2160.95,paid,1,2023-11-03 21:26:23+00:00,False
10070,3366.94,paid,1,2024-01-13 14:34:35+00:00,False
10071,17030.64,paid,1,2023-08-14 22:04:31+00:00,False
10072,20647.77,paid,1,2024-04-05 04:14:10+00:00,False
10073,10912.63,paid,1,2024-09-05 18:38:28+00:00,False
10074,3835.2,paid,1,2024-01-12 08:37:35+00:00,False
10075,26742.87,paid,1,2024-09-23 18:13:26+00:00,False
10076,4871.27,paid,1,2023-08-17 15:00:32+00:00,False
10077,11997.38,paid,1,2024-11-24 06:07:36+00:00,False
10078,37064.6,paid,1,2024-02-22 01:34:21+00:00,False
10079,5947.2,paid,1,2024-03-06 16:26:58+00:00,False
1008,15861.22,paid,1,2024-09-26 12:44:29+00:00,False
10081,2478.52,paid,1,2023-11-29 08:59:32+00:00,False
10082,17748.6,paid,1,2023-12-30 06:26:13+00:00,False
10083,32498.53,paid,1,2024-11-22 08:43:11+00:00,False
10085,963.16,paid,1,2024-08-25 05:20:19+00:00,False
10086,3303.97,paid,1,2023-08-12 22:17:43+00:00,False
10087,14371.47,paid,1,2023-11-05 00:22:10+00:00,False
10088,31545.96,paid,1,2023-10-16 07:12:41+00:00,False
10089,11504.25,paid,1,2024-04-13 20:43:25+00:00,False
1009,14648.25,paid,1,2024-04-21 13:05:00+00:00,False
10092,7134.02,paid,1,2023-11-09 08:32:34+00:00,False
10093,13847.18,paid,1,2024-04-29 19:25:32+00:00,False
10095,19584.45,paid,1,2024-07-24 03:40:02+00:00,False
10096,36771.92,paid,1,2024-09-06 17:36:54+00:00,False
10097,19122.2,paid,1,2024-09-16 19:42:40+00:00,False
10098,23720.68,paid,1,2023-10-12 04:32:22+00:00,False
10099,12649.12,paid,1,2023-11-18 02:50:16+00:00,False
101,16143.09,paid,1,2024-08-16 19:51:47+00:00,False
1010,4475.16,paid,1,2024-04-15 03:53:34+00:00,False
10100,13679.5,paid,1,2024-10-31 17:13:14+00:00,False
10102,31956.17,paid,1,2024-06-20 19:53:50+00:00,False
10103,32663.74,paid,1,2024-07-30 19:25:25+00:00,False
10105,35729.03,paid,1,2023-08-14 23:05:27+00:00,False
10106,9014.3,paid,1,2024-09-11 02:52:30+00:00,False
10107,2741.07,paid,1,2023-09-29 05:46:56+00:00,False
10108,7532.36,paid,1,2024-01-18 01:54:53+00:00,False
10109,29978.99,paid,1,2023-10-07 18:13:53+00:00,False
1011,14146.34,paid,1,2024-11-02 22:31:10+00:00,False
10110,12641.87,paid,1,2023-12-16 18:47:33+00:00,False
10111,20186.68,paid,1,2023-08-11 20:13:51+00:00,False
10116,1225.96,paid,1,2023-09-17 07:51:18+00:00,False
10117,14609.97,paid,1,2023-09-11 14:59:03+00:00,False
10118,854.17,paid,1,2024-07-02 20:15:22+00:00,False
10119,7021.49,paid,1,2024-09-22 09:11:07+00:00,False
1012,36601.18,paid,1,2024-07-05 19:51:33+00:00,False
10120,34582.34,paid,1,2024-02-09 02:20:37+00:00,False
10121,26558.04,paid,1,2024-03-28 05:49:03+00:00,False
10122,580.5,paid,1,2023-12-10 01:03:05+00:00,False
10123,10544.5,paid,1,2023-10-24 18:17:19+00:00,False
10124,6294.84,paid,1,2023-10-20 03:59:32+00:00,False
10125,13334.17,paid,1,2024-10-30 11:33:59+00:00,False
10126,30458.75,paid,1,2024-01-25 06:59:15+00:00,False
10127,13502.22,paid,1,2023-08-22 07:31:24+00:00,False
10128,30014.36,paid,1,2024-09-07 18:43:34+00:00,False
10129,5719.6,paid,1,2024-07-23 05:51:39+00:00,False
10130,12355.49,paid,1,2023-10-19 02:57:49+00:00,False
10131,2895.06,paid,1,2024-06-22 13:01:21+00:00,False
10132,23882.77,paid,1,2024-09-19 08:47:47+00:00,False
10133,4790.17,paid,1,2024-03-03 16:37:05+00:00,False
10134,3209.49,paid,1,2023-12-31 02:58:24+00:00,False
10135,6185.32,paid,1,2023-12-15 04:54:24+00:00,False
10136,7698.74,paid,1,2024-02-06 22:23:05+00:00,False
10137,22778.41,paid,1,2024-05-09 17:38:28+00:00,False
10138,7133.88,paid,1,2024-10-28 21:03:01+00:00,False
10139,22828.81,paid,1,2023-12-04 15:26:38+00:00,False
10140,29845.84,paid,1,2024-02-22 07:08:40+00:00,False
10141,2631.2,paid,1,2024-04-09 18:03:46+00:00,False
10142,15442.53,paid,1,2024-05-10 02:09:05+00:00,False
10143,7271.17,paid,1,2024-06-10 11:03:32+00:00,False
10144,12137.76,paid,1,2023-08-11 16:23:47+00:00,False
10145,20107.61,paid,1,2024-02-07 02:33:32+00:00,False
10146,9050.02,paid,1,2023-09-04 21:58:14+00:00,False
10147,21293.66,paid,1,2024-04-16 10:43:32+00:00,False
10148,19293.75,paid,1,2023-09-21 02:19:49+00:00,False
10150,21954.93,paid,1,2023-12-05 05:33:10+00:00,False
10151,13391.19,paid,1,2024-08-17 12:34:14+00:00,False
10152,34485.19,paid,1,2024-08-06 06:35:59+00:00,False
10153,833.54,paid,1,2024-06-05 00:07:20+00:00,False
10155,1735.76,paid,1,2023-09-19 22:36:01+00:00,False
10156,17733.95,paid,1,2024-11-27 09:25:16+00:00,False
10157,15292.94,paid,1,2024-10-17 21:21:18+00:00,False
10158,11058.27,paid,1,2024-11-28 06:54:47+00:00,False
1016,2263.08,paid,1,2024-07-24 21:54:08+00:00,False
10160,10389.72,paid,1,2024-06-07 11:56:43+00:00,False
10161,9975.66,paid,1,2024-07-06 00:32:09+00:00,False
10162,27099.29,paid,1,2023-11-16 08:38:06+00:00,False
10163,2332.93,paid,1,2024-09-21 22:45:42+00:00,False
10164,39492.85,paid,1,2024-07-18 20:26:06+00:00,False
10166,4560.63,paid,1,2023-11-06 17:09:36+00:00,False
10167,12276.77,paid,1,2023-10-25 12:43:07+00:00,False
10168,26227.73,paid,1,2024-06-21 00:46:03+00:00,False
10169,23837.54,paid,1,2024-11-07 01:47:38+00:00,False
1017,9092.42,paid,1,2024-08-29 05:29:09+00:00,False
10170,129.31,paid,1,2023-10-25 01:18:46+00:00,False
10171,9569.2,paid,1,2024-05-03 21:52:29+00:00,False
10172,13377.4,paid,1,2024-05-18 11:56:48+00:00,False
10173,30487.36,paid,1,2024-04-01 13:20:41+00:00,False
10174,15990.25,paid,1,2024-05-16 16:37:36+00:00,False
10175,2974.66,paid,1,2024-06-16 16:42:57+00:00,False
10176,5934.21,paid,1,2024-03-27 20:10:38+00:00,False
10178,22814.39,paid,1,2023-12-14 23:52:03+00:00,False
10179,27159.43,paid,1,2024-03-23 18:14:18+00:00,False
10180,30506.02,paid,1,2024-05-02 15:58:05+00:00,False
10181,18408.11,paid,1,2023-09-21 00:17:08+00:00,False
10182,10255.52,paid,1,2024-04-11 06:35:35+00:00,False
10183,18144.68,paid,1,2024-09-14 00:30:52+00:00,False
10185,15747.48,paid,1,2023-09-21 23:03:59+00:00,False
10186,16957.54,paid,1,2024-08-04 10:40:31+00:00,False
10187,22952.06,paid,1,2023-11-02 23:07:41+00:00,False
10188,17266.84,paid,1,2024-07-03 12:02:22+00:00,False
10189,20000.43,paid,1,2023-12-22 08:25:11+00:00,False
1019,3702.89,paid,1,2024-06-14 13:31:08+00:00,False
10190,31512.71,paid,1,2024-05-13 14:30:12+00:00,False
10192,55778.44,paid,1,2023-09-23 10:53:11+00:00,False
10193,2337.87,paid,1,2024-11-16 05:38:46+00:00,False
10194,2734.34,paid,1,2024-10-05 16:17:50+00:00,False
10195,31434.16,paid,1,2024-05-08 10:12:25+00:00,False
10196,16363.39,paid,1,2023-08-23 21:47:07+00:00,False
10197,6097.45,paid,1,2023-10-08 08:08:55+00:00,False
10198,1738.1,paid,1,2024-06-10 15:02:56+00:00,False
10199,33837.39,paid,1,2024-10-02 07:22:50+00:00,False
102,7259.58,paid,1,2023-09-05 19:40:00+00:00,False
1020,14920.16,paid,1,2024-07-10 07:29:44+00:00,False
10200,25015.78,paid,1,2024-05-15 09:14:37+00:00,False
10201,24215.28,paid,1,2023-08-14 19:31:42+00:00,False
10202,12103.55,paid,1,2023-12-09 13:00:48+00:00,False
10203,7332.05,paid,1,2024-10-31 23:07:41+00:00,False
10204,18495.51,paid,1,2023-08-16 20:25:28+00:00,False
10206,8947.54,paid,1,2023-12-10 17:24:10+00:00,False
10207,10568.0,paid,1,2024-06-02 06:36:13+00:00,False
10208,7747.51,paid,1,2024-11-24 14:13:06+00:00,False
10209,14693.8,paid,1,2024-09-14 19:40:27+00:00,False
1021,5703.26,paid,1,2023-10-08 07:57:08+00:00,False
10210,24189.71,paid,1,2023-09-19 10:32:27+00:00,False
10211,30233.95,paid,1,2024-04-01 21:41:24+00:00,False
10212,12066.28,paid,1,2024-02-03 15:12:02+00:00,False
10214,291.81,paid,1,2024-01-11 01:39:51+00:00,False
10215,7080.31,paid,1,2023-09-22 04:03:07+00:00,False
10216,19039.52,paid,1,2024-06-03 01:29:33+00:00,False
10217,1881.63,paid,1,2024-10-05 23:29:36+00:00,False
10218,11822.34,paid,1,2024-01-18 02:10:18+00:00,False
10219,27996.5,paid,1,2023-10-20 04:29:20+00:00,False
1022,529.4,paid,1,2024-06-23 13:59:02+00:00,False
10220,1828.62,paid,1,2024-05-04 12:45:43+00:00,False
10221,286.92,paid,1,2024-07-26 20:49:58+00:00,False
10222,5137.36,paid,1,2024-02-21 06:22:30+00:00,False
10223,2430.15,paid,1,2023-11-26 06:04:51+00:00,False
10225,31202.63,paid,1,2023-09-14 10:48:48+00:00,False
10226,12411.43,paid,1,2023-11-26 07:42:52+00:00,False
10227,3530.06,paid,1,2024-09-18 05:55:25+00:00,False
10228,15223.75,paid,1,2024-07-23 00:56:33+00:00,False
10229,9394.15,paid,1,2024-03-26 19:12:35+00:00,False
1023,20995.63,paid,1,2024-03-12 08:53:24+00:00,False
10230,11085.01,paid,1,2024-03-30 05:37:55+00:00,False
10231,10117.07,paid,1,2024-04-10 01:49:50+00:00,False
10232,37450.7,paid,1,2024-05-23 14:43:16+00:00,False
10235,22737.93,paid,1,2023-12-05 21:34:03+00:00,False
10236,48286.67,paid,1,2023-12-07 23:43:12+00:00,False
10237,3013.96,paid,1,2024-06-04 13:19:09+00:00,False
10239,4954.02,paid,1,2024-02-07 23:21:40+00:00,False
1024,10813.13,paid,1,2024-06-08 18:56:32+00:00,False
10240,15088.05,paid,1,2024-09-21 16:31:39+00:00,False
10241,18716.96,paid,1,2024-01-14 21:49:37+00:00,False
10242,13338.31,paid,1,2024-07-18 23:18:10+00:00,False
10243,15033.72,paid,1,2024-11-04 08:09:02+00:00,False
10244,13513.54,paid,1,2023-09-15 20:25:45+00:00,False
10246,20685.01,paid,1,2024-11-29 15:01:36+00:00,False
10247,18160.26,paid,1,2024-04-13 07:58:58+00:00,False
10248,13676.68,paid,1,2024-03-27 21:07:42+00:00,False
10249,15750.67,paid,1,2024-07-19 06:27:24+00:00,False
1025,22708.94,paid,1,2024-04-24 19:42:25+00:00,False
10250,12114.37,paid,1,2023-09-14 01:36:07+00:00,False
10251,29250.02,paid,1,2024-08-25 05:02:28+00:00,False
10252,3020.21,paid,1,2023-09-02 18:30:39+00:00,False
10254,43519.18,paid,1,2024-08-04 04:07:06+00:00,False
10256,7692.44,paid,1,2024-02-01 07:14:59+00:00,False
10257,6100.73,paid,1,2024-06-28 15:28:29+00:00,False
10258,3564.51,paid,1,2024-06-10 18:52:07+00:00,False
10259,2053.38,paid,1,2024-04-03 23:09:37+00:00,False
1026,29268.5,paid,1,2024-05-24 07:03:56+00:00,False
10260,1078.07,paid,1,2023-10-09 01:10:05+00:00,False
10261,3407.17,paid,1,2023-11-12 15:03:59+00:00,False
10263,9343.96,paid,1,2024-01-07 00:14:32+00:00,False
10264,9631.92,paid,1,2024-11-02 16:59:05+00:00,False
10266,22594.72,paid,1,2024-01-22 03:55:16+00:00,False
10267,1388.82,paid,1,2024-10-19 07:38:29+00:00,False
10268,3418.63,paid,1,2024-03-21 04:04:06+00:00,False
10269,31283.42,paid,1,2023-09-07 15:33:50+00:00,False
1027,33689.78,paid,1,2024-03-29 20:47:58+00:00,False
10270,13815.94,paid,1,2024-09-09 03:33:14+00:00,False
10271,15503.8,paid,1,2024-10-21 13:16:59+00:00,False
10272,7203.47,paid,1,2024-06-05 14:25:32+00:00,False
10273,34549.07,paid,1,2023-12-26 22:05:00+00:00,False
10274,28852.34,paid,1,2023-11-26 05:11:22+00:00,False
10276,5320.9,paid,1,2024-11-04 21:31:23+00:00,False
10277,17666.65,paid,1,2023-11-07 06:20:03+00:00,False
10278,13237.93,paid,1,2024-01-15 22:29:58+00:00,False
10279,11282.6,paid,1,2024-06-26 11:41:48+00:00,False
1028,53121.68,paid,1,2024-11-01 21:06:25+00:00,False
10280,12271.74,paid,1,2024-11-04 08:28:42+00:00,False
10281,9388.5,paid,1,2024-05-08 14:25:36+00:00,False
10282,7526.29,paid,1,2024-09-14 08:57:21+00:00,False
10283,7841.43,paid,1,2024-03-17 17:49:49+00:00,False
10284,20186.03,paid,1,2024-05-12 14:32:03+00:00,False
10285,9552.81,paid,1,2024-03-04 22:22:58+00:00,False
10286,3180.35,paid,1,2024-05-04 12:23:10+00:00,False
10287,19199.3,paid,1,2023-12-15 14:42:57+00:00,False
10288,4611.52,paid,1,2024-01-22 13:25:26+00:00,False
10289,19729.09,paid,1,2023-10-26 03:12:31+00:00,False
1029,12406.33,paid,1,2024-09-08 03:13:00+00:00,False
10292,53349.93,paid,1,2024-09-06 09:46:00+00:00,False
10294,22454.12,paid,1,2024-04-03 18:29:16+00:00,False
10295,15780.59,paid,1,2024-07-12 11:19:43+00:00,False
10296,23620.23,paid,1,2024-03-03 16:37:47+00:00,False
10297,16527.16,paid,1,2023-09-07 01:59:48+00:00,False
10298,13644.04,paid,1,2023-11-25 02:14:01+00:00,False
103,5099.8,paid,1,2024-03-21 13:49:48+00:00,False
10300,19689.62,paid,1,2023-12-07 15:30:53+00:00,False
10302,38747.0,paid,1,2024-04-14 03:23:39+00:00,False
10303,9386.55,paid,1,2023-10-03 00:01:42+00:00,False
10305,11483.0,paid,1,2023-09-27 05:00:37+00:00,False
10306,3764.54,paid,1,2024-04-17 05:57:09+00:00,False
10307,4629.24,paid,1,2024-09-16 22:16:53+00:00,False
10308,17554.64,paid,1,2024-07-17 12:38:54+00:00,False
10309,22274.28,paid,1,2024-10-24 03:47:07+00:00,False
1031,25713.12,paid,1,2023-08-03 19:46:07+00:00,False
10310,15385.8,paid,1,2024-02-23 23:12:59+00:00,False
10311,23807.0,paid,1,2024-02-10 00:21:57+00:00,False
10312,26817.41,paid,1,2024-09-07 04:05:08+00:00,False
10313,14606.19,paid,1,2024-09-10 06:43:22+00:00,False
10315,24399.88,paid,1,2024-11-13 03:57:08+00:00,False
10317,22444.68,paid,1,2023-09-07 21:55:08+00:00,False
10318,18846.8,paid,1,2024-09-02 02:48:00+00:00,False
1032,1263.97,paid,1,2024-10-19 04:03:01+00:00,False
10320,19999.03,paid,1,2024-05-05 09:19:38+00:00,False
10321,20725.49,paid,1,2024-09-21 12:20:11+00:00,False
10322,9847.62,paid,1,2024-05-29 00:50:46+00:00,False
10323,20679.93,paid,1,2024-01-17 16:43:23+00:00,False
10324,23294.25,paid,1,2024-03-10 02:46:25+00:00,False
10325,30873.68,paid,1,2024-05-17 05:05:27+00:00,False
10326,13203.63,paid,1,2023-09-08 08:02:55+00:00,False
10327,17621.16,paid,1,2023-11-16 11:01:03+00:00,False
10328,5411.67,paid,1,2024-03-02 02:29:37+00:00,False
10329,17778.57,paid,1,2024-10-11 07:45:02+00:00,False
1033,39057.81,paid,1,2024-09-27 14:30:42+00:00,False
10330,3143.63,paid,1,2023-08-18 16:09:56+00:00,False
10331,24816.12,paid,1,2023-11-16 21:29:22+00:00,False
10332,20927.93,paid,1,2024-03-27 03:49:23+00:00,False
10333,6541.13,paid,1,2024-02-01 20:20:37+00:00,False
10336,14896.41,paid,1,2023-10-19 10:28:37+00:00,False
10337,13985.25,paid,1,2024-03-29 03:15:49+00:00,False
10338,54501.11,paid,1,2023-11-22 06:41:16+00:00,False
10339,28172.87,paid,1,2023-10-31 05:39:49+00:00,False
1034,10663.39,paid,1,2024-08-12 20:00:25+00:00,False
10340,9819.12,paid,1,2024-04-17 07:54:34+00:00,False
10341,10514.57,paid,1,2024-10-05 11:32:15+00:00,False
10342,25729.19,paid,1,2024-08-09 17:42:42+00:00,False
10343,9745.36,paid,1,2024-06-19 04:48:31+00:00,False
10344,5761.62,paid,1,2024-04-19 13:48:13+00:00,False
10346,18929.56,paid,1,2023-08-31 00:45:56+00:00,False
10347,9604.44,paid,1,2023-09-26 12:03:14+00:00,False
10348,20566.49,paid,1,2023-08-25 14:47:45+00:00,False
10349,10410.68,paid,1,2023-12-16 14:58:37+00:00,False
1035,995.45,paid,1,2024-07-25 06:40:38+00:00,False
10350,41079.98,paid,1,2023-11-08 01:57:08+00:00,False
10351,18965.68,paid,1,2024-10-18 18:14:50+00:00,False
10352,29867.77,paid,1,2024-09-23 00:22:20+00:00,False
10353,9576.76,paid,1,2024-08-01 12:55:00+00:00,False
10355,2211.88,paid,1,2023-12-21 05:46:10+00:00,False
10356,10195.73,paid,1,2024-01-19 16:37:21+00:00,False
10357,23898.83,paid,1,2024-11-05 06:36:26+00:00,False
10358,47963.79,paid,1,2024-01-28 11:12:55+00:00,False
10359,27822.9,paid,1,2024-11-27 09:05:33+00:00,False
1036,20938.88,paid,1,2024-08-11 09:59:33+00:00,False
10361,11456.85,paid,1,2023-09-02 09:10:22+00:00,False
10362,17213.08,paid,1,2023-11-07 08:43:49+00:00,False
10363,24503.09,paid,1,2024-05-09 20:23:59+00:00,False
10364,58658.31,paid,1,2024-02-08 05:23:11+00:00,False
10365,599.29,paid,1,2024-07-17 00:53:33+00:00,False
10366,18363.25,paid,1,2024-08-22 01:28:50+00:00,False
10368,24683.42,paid,1,2023-11-07 02:18:44+00:00,False
10369,9389.87,paid,1,2023-08-31 15:57:47+00:00,False
1037,20132.37,paid,1,2024-10-13 22:15:56+00:00,False
10370,29861.95,paid,1,2023-09-18 11:35:05+00:00,False
10371,33823.76,paid,1,2024-09-27 10:26:43+00:00,False
10372,1689.34,paid,1,2024-09-26 01:34:09+00:00,False
10373,8350.19,paid,1,2023-09-29 15:08:44+00:00,False
10375,9360.18,paid,1,2024-04-21 17:51:17+00:00,False
10376,15547.28,paid,1,2024-09-05 22:51:26+00:00,False
10377,8098.91,paid,1,2024-05-12 02:10:09+00:00,False
10378,12282.11,paid,1,2024-02-27 05:30:14+00:00,False
10379,30580.69,paid,1,2023-09-14 17:45:27+00:00,False
1038,16176.71,paid,1,2024-04-25 14:29:30+00:00,False
10380,14955.19,paid,1,2023-11-26 07:05:51+00:00,False
10382,32691.76,paid,1,2024-05-06 13:19:25+00:00,False
10384,17865.67,paid,1,2023-08-03 07:59:07+00:00,False
10385,23089.56,paid,1,2023-09-09 18:05:19+00:00,False
10387,57549.81,paid,1,2023-10-29 14:19:38+00:00,False
10388,35396.41,paid,1,2023-12-10 23:15:30+00:00,False
10389,14870.06,paid,1,2024-07-25 12:53:13+00:00,False
1039,6197.33,paid,1,2024-07-23 09:31:20+00:00,False
10390,14620.71,paid,1,2024-06-12 00:53:08+00:00,False
10391,6557.4,paid,1,2023-08-16 11:14:07+00:00,False
10392,19461.97,paid,1,2024-08-02 00:55:37+00:00,False
10393,11324.52,paid,1,2023-10-04 01:27:16+00:00,False
10394,1012.26,paid,1,2024-06-05 17:25:17+00:00,False
10395,28589.5,paid,1,2024-01-28 20:19:32+00:00,False
10396,1614.34,paid,1,2024-01-27 08:59:53+00:00,False
10397,17644.9,paid,1,2024-03-28 17:09:33+00:00,False
10398,37989.69,paid,1,2024-09-24 15:48:28+00:00,False
10399,18380.72,paid,1,2024-07-07 01:47:18+00:00,False
104,29408.71,paid,1,2023-12-09 16:59:27+00:00,False
1040,19483.72,paid,1,2023-10-03 10:14:44+00:00,False
10400,56242.15,paid,1,2024-02-05 04:15:49+00:00,False
10401,22504.0,paid,1,2024-03-08 17:21:16+00:00,False
10402,1077.8,paid,1,2023-09-22 12:45:55+00:00,False
10403,17661.47,paid,1,2024-03-05 15:20:45+00:00,False
10404,18038.89,paid,1,2023-09-04 00:51:43+00:00,False
10405,755.9,paid,1,2024-06-29 18:54:55+00:00,False
10406,14832.74,paid,1,2024-01-03 05:00:21+00:00,False
10407,37058.01,paid,1,2023-08-01 10:38:50+00:00,False
10409,4992.58,paid,1,2023-08-10 20:49:48+00:00,False
1041,9734.76,paid,1,2024-02-18 02:17:13+00:00,False
10410,20579.87,paid,1,2023-08-20 02:08:25+00:00,False
10411,21217.08,paid,1,2024-08-24 09:24:52+00:00,False
10412,1821.0,paid,1,2024-07-18 12:34:34+00:00,False
10413,7988.91,paid,1,2024-08-24 02:05:44+00:00,False
10414,18619.46,paid,1,2023-08-05 12:10:44+00:00,False
10415,1024.57,paid,1,2023-10-29 00:49:48+00:00,False
10416,5883.68,paid,1,2024-11-27 20:47:48+00:00,False
10418,9817.17,paid,1,2023-11-16 17:15:11+00:00,False
10419,19825.7,paid,1,2024-03-05 05:36:12+00:00,False
1042,14405.8,paid,1,2024-05-20 12:27:02+00:00,False
10421,9773.81,paid,1,2024-10-30 22:40:51+00:00,False
10422,13697.93,paid,1,2023-09-28 00:39:35+00:00,False
10423,7672.03,paid,1,2024-09-22 18:43:18+00:00,False
10424,3453.96,paid,1,2023-11-24 21:03:33+00:00,False
10425,1608.68,paid,1,2023-08-28 19:54:22+00:00,False
10427,9204.12,paid,1,2024-08-23 20:11:24+00:00,False
10428,16313.63,paid,1,2023-09-10 08:28:11+00:00,False
10429,7248.26,paid,1,2024-08-21 08:18:09+00:00,False
1043,11050.19,paid,1,2023-12-02 08:56:41+00:00,False
10432,36517.74,paid,1,2024-11-30 20:56:50+00:00,False
10433,1095.12,paid,1,2024-08-27 14:03:49+00:00,False
10434,20129.12,paid,1,2024-02-13 08:55:31+00:00,False
10435,12149.04,paid,1,2023-11-22 01:19:23+00:00,False
10436,16883.03,paid,1,2024-05-27 04:14:36+00:00,False
10437,23893.88,paid,1,2024-04-16 14:14:49+00:00,False
10439,35289.42,paid,1,2023-09-03 09:08:01+00:00,False
1044,17062.22,paid,1,2023-09-08 18:04:18+00:00,False
10440,5714.18,paid,1,2023-09-05 23:41:30+00:00,False
10441,26788.1,paid,1,2024-11-06 17:39:23+00:00,False
10442,14991.13,paid,1,2024-07-22 14:37:22+00:00,False
10443,13757.45,paid,1,2024-08-16 12:26:32+00:00,False
10444,25726.54,paid,1,2024-10-11 11:03:25+00:00,False
10445,15034.55,paid,1,2024-05-27 20:49:05+00:00,False
10446,20195.76,paid,1,2024-11-15 15:18:15+00:00,False
10447,17563.61,paid,1,2024-02-09 05:15:51+00:00,False
10448,10648.72,paid,1,2023-12-27 05:58:35+00:00,False
10449,15147.98,paid,1,2024-02-08 02:30:50+00:00,False
10450,34744.03,paid,1,2024-07-31 23:01:48+00:00,False
10451,33215.01,paid,1,2024-08-10 21:12:45+00:00,False
10453,551.83,paid,1,2024-11-06 12:43:47+00:00,False
