order_id,gmv_gross,gmv_net,items_count,has_valid_items
10168,27755.960000000003,26227.730000000003,5,True
10169,26664.07,23837.54,5,True
1017,9550.369999999999,9092.42,2,True
10170,135.03,129.31,1,True
10171,11120.64,9569.199999999999,4,True
10172,14264.960000000001,13377.400000000001,2,True
10173,32258.23,30487.360000000004,3,True
10174,17480.859999999997,15990.249999999998,3,True
10175,3116.49,2974.66,1,True
10176,6183.120000000001,5934.21,3,True
10177,13627.560000000001,12776.44,2,True
10178,25742.43,22814.39,4,True
10179,29146.73,27159.43,3,True
1018,9079.0,8086.33,1,True
10180,33103.63,30506.019999999997,5,True
10181,18601.02,18408.11,2,True
10182,11172.94,10255.52,3,True
10183,20339.65,18144.68,4,True
10184,8162.19,8018.83,2,True
10185,16189.21,15747.480000000001,3,True
10186,18241.1,16957.539999999997,2,True
10187,25376.350000000002,22952.060000000005,2,True
10188,18051.5,17266.84,1,True
10189,22147.7,20000.43,3,True
1019,4194.8099999999995,3702.8899999999994,1,True
10190,32949.33,31512.71,4,True
10191,27548.27,24695.969999999998,5,True
10192,59125.06,55778.439999999995,6,True
10193,4023.36,2337.87,3,True
10194,3123.54,2734.34,1,True
10195,35264.11,31434.16,3,True
10196,17272.0,16363.390000000003,3,True
10197,6672.860000000001,6097.450000000001,3,True
10198,2000.6999999999998,1738.1,1,True
10199,37002.36,33837.39,5,True
102,7656.820000000001,7259.58,3,True
1020,16848.86,14920.159999999998,4,True
10200,25922.64,25015.78,4,True
10201,27318.34,24215.28,2,True
10202,13299.17,12103.55,1,True
10203,8598.0,7332.05,1,True
10204,19933.04,18495.51,3,True
10205,32289.980000000003,29270.989999999998,5,True
10206,9099.8,8947.539999999999,2,True
10207,10735.74,10568.0,2,True
10208,7991.18,7747.51,2,True
10209,17138.23,14693.800000000001,2,True
1021,6026.509999999999,5703.259999999999,1,True
10210,25668.97,24189.71,4,True
10211,31792.059999999998,30233.949999999997,5,True
10212,13848.18,12066.28,2,True
10213,7401.5,7062.26,3,True
10214,324.5,291.81,1,True
10215,7415.4,7080.3099999999995,2,True
10216,20970.46,19039.519999999997,4,True
10217,1997.06,1881.63,2,True
10218,13694.71,11822.34,3,True
10219,30264.03,27996.5,3,True
1022,619.2,529.4000000000001,1,True
10220,1933.85,1828.62,1,True
10221,315.2,286.91999999999996,1,True
10222,6037.44,5137.36,1,True
10223,2675.01,2430.15,1,True
10224,482.51000000000005,435.25000000000006,1,True
10225,35187.51,31202.63,2,True
10226,13618.16,12411.43,3,True
10227,3622.52,3530.06,2,True
10228,16080.100000000002,15223.75,3,True
10229,10625.17,9394.150000000001,3,True
1023,21846.44,20995.63,2,True
10230,18812.43,11085.01,2,True
10231,10944.04,10117.07,3,True
10232,42106.02,37450.7,4,True
10233,16174.949999999999,15824.06,1,True
10234,65531.09999999999,59356.92,5,True
10235,24426.690000000002,22737.93,4,True
10236,51839.520000000004,48286.67,5,True
10237,3545.62,3013.96,1,True
10238,7194.86,6407.09,2,True
10239,5150.5199999999995,4954.0199999999995,1,True
1024,18223.61,10813.130000000001,1,True
10240,17345.86,15088.05,2,True
10241,20004.45,18716.96,3,True
10242,14678.320000000002,13338.310000000001,2,True
10243,15621.800000000001,15033.720000000001,3,True
10244,14111.640000000001,13513.54,2,True
10245,20027.94,18955.800000000003,3,True
10246,22867.15,20685.01,3,True
10247,19965.22,18160.26,2,True
10248,14415.439999999999,13676.68,2,True
10249,15777.71,15750.67,2,True
1025,23911.199999999997,22708.940000000002,3,True
10250,12549.67,12114.37,2,True
10251,30166.33,29250.020000000004,3,True
10252,3162.11,3020.21,2,True
10253,10056.41,9530.43,2,True
10254,46727.49,43519.18,5,True
10255,36705.770000000004,32700.620000000003,4,True
10256,8346.85,7692.4400000000005,3,True
10257,7095.76,6100.73,3,True
10258,4016.7799999999997,3564.5099999999998,2,True
10259,2245.02,2053.38,1,True
1026,31447.14,29268.5,4,True
10260,1117.96,1078.07,1,True
10261,3686.89,3407.17,3,True
10262,38095.5,36355.32,5,True
10263,10024.039999999999,9343.96,2,True
10264,10180.18,9631.92,4,True
10265,23350.18,22646.260000000002,2,True
10266,23398.99,22594.72,3,True
10267,1528.95,1388.8200000000002,1,True
10268,3453.24,3418.63,2,True
10269,34683.18,31283.42,4,True
1027,36401.61,33689.78,5,True
10270,14632.92,13815.939999999999,2,True
10271,16652.82,15503.800000000001,2,True
10272,8281.32,7203.469999999999,2,True
10273,37952.7,34549.07,4,True
10274,33248.42,28852.34,3,True
10275,3572.0,3316.69,1,True
10276,5541.96,5320.9,2,True
10277,19239.399999999998,17666.649999999998,3,True
10278,14610.060000000001,13237.93,3,True
10279,11474.24,11282.599999999999,2,True
1028,57984.20999999999,53121.67999999999,5,True
10280,16929.97,12271.740000000002,3,True
10281,9800.64,9388.5,2,True
10282,8248.74,7526.289999999999,2,True
10283,8154.06,7841.43,2,True
10284,20953.91,20186.03,5,True
10285,9723.58,9552.81,4,True
10286,3275.02,3180.35,1,True
10287,22000.48,19199.3,2,True
10288,5227.5599999999995,4611.5199999999995,1,True
10289,21924.33,19729.09,2,True
1029,13649.65,12406.329999999998,2,True
10290,22805.57,20991.03,3,True
10291,24149.079999999998,23500.749999999996,3,True
10292,56821.53999999999,53349.92999999999,5,True
10293,5280.38,4582.26,2,True
10294,25708.61,22454.12,3,True
10295,16465.02,15780.59,1,True
10296,24800.7,23620.23,3,True
10297,17285.170000000002,16527.160000000003,3,True
10298,13926.83,13644.04,3,True
10299,17934.77,16504.47,6,True
103,5334.66,5099.8,4,True
1030,8355.04,7955.93,5,True
10300,27334.489999999998,19689.62,3,True
10301,23411.989999999998,21509.339999999997,5,True
10302,42955.93,38747.0,5,True
10303,10830.94,9386.550000000001,3,True
10304,2378.52,2287.05,1,True
10305,11886.29,11483.0,2,True
10306,4070.88,3764.54,3,True
10307,4648.78,4629.24,2,True
10308,19350.72,17554.64,3,True
10309,23613.68,22274.280000000002,2,True
1031,38929.44,25713.120000000003,4,True
10310,16648.78,15385.8,1,True
10311,24977.9,23807.0,5,True
10312,28970.8,26817.41,4,True
10313,16147.199999999999,14606.189999999999,3,True
10314,17557.96,16748.9,3,True
10315,27118.39,24399.879999999997,3,True
10316,13932.939999999999,12123.73,1,True
10317,23993.969999999998,22444.68,2,True
10318,21417.95,18846.800000000003,2,True
10319,21673.35,19209.86,3,True
1032,1447.96,1263.97,2,True
10320,23406.43,19999.03,3,True
10321,22710.08,20725.489999999998,2,True
10322,10714.0,9847.62,1,True
10323,21214.04,20679.93,3,True
10324,25188.23,23294.25,5,True
10325,33208.26,30873.68,4,True
10326,15337.029999999999,13203.63,3,True
10327,18277.55,17621.16,2,True
10328,5801.93,5411.67,1,True
10329,28111.25,17778.57,3,True
1033,40240.28,39057.81,5,True
10330,3249.21,3143.63,1,True
10331,28017.46,24816.12,6,True
10332,21294.909999999996,20927.929999999997,2,True
10333,7249.47,6541.130000000001,2,True
10334,14700.82,13542.17,3,True
10335,15115.98,13338.32,3,True
10336,16773.539999999997,14896.41,3,True
10337,15770.169999999998,13985.25,4,True
10338,57711.869999999995,54501.11,5,True
10339,31876.980000000003,28172.870000000003,4,True
1034,11528.300000000001,10663.390000000001,1,True
10340,10569.51,9819.12,2,True
10341,11861.699999999999,10514.57,1,True
10342,26850.1,25729.189999999995,2,True
10343,10363.48,9745.36,3,True
10344,6295.110000000001,5761.620000000001,3,True
10345,14084.490000000002,13366.390000000001,4,True
10346,20938.320000000003,18929.560000000005,2,True
10347,11248.32,9604.439999999999,1,True
10348,23477.879999999997,20566.489999999998,3,True
10349,11870.64,10410.68,1,True
1035,1087.71,995.45,1,True
10350,44174.78,41079.979999999996,6,True
10351,20422.31,18965.68,4,True
10352,32146.79,29867.769999999997,3,True
10353,10476.14,9576.76,4,True
10354,12994.43,12278.09,3,True
10355,3044.89,2211.8799999999997,2,True
10356,10810.96,10195.73,2,True
10357,27375.75,23898.83,3,True
10358,52211.27,47963.79,5,True
10359,30654.340000000004,27822.9,4,True
1036,21358.729999999996,20938.879999999997,3,True
10360,21518.850000000002,20644.82,5,True
10361,11924.3,11456.849999999999,3,True
10362,18674.5,17213.079999999998,2,True
10363,26681.18,24503.089999999997,3,True
10364,62656.29,58658.31,6,True
10365,656.88,599.29,1,True
10366,23700.8,18363.25,5,True
10367,39569.33,36222.59,5,True
10368,27034.070000000003,24683.420000000002,3,True
10369,9671.59,9389.869999999999,4,True
1037,21182.550000000003,20132.370000000003,2,True
10370,42537.86,29861.95,5,True
10371,37417.33,33823.76,6,True
10372,1762.02,1689.34,1,True
10373,9427.84,8350.189999999999,3,True
10374,21118.95,20926.760000000002,1,True
10375,10042.029999999999,9360.18,3,True
10376,17471.38,15547.28,2,True
10377,8437.220000000001,8098.91,2,True
10378,13491.56,12282.11,2,True
10379,32280.489999999998,30580.69,5,True
1038,16388.5,16176.710000000003,3,True
10380,15488.7,14955.189999999999,2,True
10381,10139.85,9333.62,3,True
10382,35003.04,32691.76,3,True
10383,2942.19,1470.76,1,True
10384,20584.04,17865.67,3,True
10385,25146.82,23089.56,5,True
10386,9316.46,8729.679999999998,1,True
10387,64052.729999999996,57549.81,6,True
10388,39099.87,35396.41,6,True
10389,16196.48,14870.059999999998,2,True
1039,6532.24,6197.330000000001,2,True
10390,15569.539999999999,14620.71,2,True
10391,7123.710000000001,6557.400000000001,3,True
10392,20497.059999999998,19461.969999999998,3,True
10393,11655.480000000001,11324.52,3,True
10394,1177.3999999999999,1012.2599999999999,1,True
10395,31752.449999999997,28589.499999999996,6,True
10396,1859.44,1614.34,2,True
10397,19662.19,17644.9,4,True
10398,42702.12,37989.69,3,True
10399,20149.96,18380.72,4,True
104,33029.619999999995,29408.71,2,True
1040,21023.27,19483.72,3,True
10400,60293.76,56242.15,6,True
10401,25402.11,22504.0,3,True
10402,1245.9,1077.8000000000002,1,True
10403,19864.999999999996,17661.469999999998,3,True
10404,18636.61,18038.89,3,True
10405,869.04,755.9,1,True
10406,15583.550000000001,14832.740000000002,3,True
10407,41266.96,37058.009999999995,3,True
10408,23568.159999999996,22584.37,4,True
10409,5102.370000000001,4992.580000000001,1,True
1041,10380.84,9734.76,2,True
10410,22016.66,20579.87,4,True
10411,21900.14,21217.08,2,True
10412,1856.36,1821.0,1,True
10413,8259.31,7988.91,2,True
10414,20906.37,18619.46,3,True
10415,1067.58,1024.57,1,True
10416,8348.98,5883.68,2,True
10417,8279.04,7968.27,1,True
10418,10052.400000000001,9817.17,3,True
10419,20903.469999999998,19825.699999999997,3,True
1042,16532.43,14405.8,2,True
10420,48050.92,43886.59,5,True
10421,10218.279999999999,9773.81,2,True
10422,14816.98,13697.929999999998,2,True
10423,8492.01,7672.030000000001,2,True
10424,3674.2000000000003,3453.96,1,True
10425,1746.72,1608.68,1,True
10426,22701.050000000003,20819.27,3,True
10427,10073.56,9204.119999999999,2,True
10428,17090.57,16313.63,3,True
10429,8455.810000000001,7248.26,2,True
1043,11798.939999999999,11050.189999999999,3,True
10430,30261.3,28904.769999999997,6,True
10431,19251.54,16459.75,1,True
10432,39681.619999999995,36517.74,4,True
10433,1224.0,1095.12,1,True
10434,21047.87,20129.12,4,True
10435,13822.73,12149.04,2,True
10436,18920.739999999998,16883.03,3,True
10437,26940.67,23893.879999999997,4,True
10438,979.32,861.6400000000001,1,True
10439,37816.79,35289.42,5,True
1044,18266.42,17062.22,3,True
10440,6309.03,5714.179999999999,1,True
10441,27876.03,26788.1,3,True
10442,15836.060000000001,14991.130000000001,2,True
10443,14310.55,13757.449999999999,5,True
10444,29913.14,25726.54,3,True
10445,16234.37,15034.550000000001,4,True
10446,21522.4,20195.760000000002,2,True
10447,19938.059999999998,17563.61,3,True
10448,11364.779999999999,10648.72,2,True
10449,16339.48,15147.98,2,True
1045,811.83,718.1200000000001,2,True
10450,35660.05,34744.03,3,True
10451,34630.96,33215.01,4,True
10452,13556.19,12697.550000000001,3,True
10453,619.6800000000001,551.83,1,True
10454,11459.77,11023.82,2,True
10455,3407.2,3111.66,3,True
10456,19892.96,19546.72,3,True
10457,31646.469999999998,29241.1,5,True
10458,14451.47,13423.919999999998,3,True
10459,24025.04,21768.73,4,True
1046,20453.34,19239.24,5,True
10460,26529.309999999998,25021.95,3,True
10461,21834.4,20182.39,2,True
10462,12480.380000000001,11214.79,1,True
10463,20174.77,18435.71,1,True
10464,9775.29,9026.150000000001,2,True
10465,14168.0,12135.76,1,True
10466,11790.279999999999,11220.21,2,True
10467,319.0,282.24,1,True
10468,5396.88,4728.79,1,True
10469,22156.769999999997,20719.11,3,True
1047,30376.03,27044.260000000002,4,True
10470,22435.289999999997,21202.949999999997,4,True
10471,8867.88,8588.57,1,True
10472,16129.720000000001,15334.61,3,True
10473,11965.15,11012.759999999998,2,True
10474,10229.7,9824.240000000002,1,True
10475,6316.5,5864.21,2,True
10476,2711.31,2531.87,2,True
10477,2785.92,2533.25,1,True
10478,21551.16,20559.65,5,True
10479,31071.0,28837.12,3,True
1048,34817.490000000005,31844.379999999997,4,True
10480,4434.6900000000005,3934.0000000000005,2,True
10481,22619.58,21062.79,4,True
10482,2146.02,2059.88,2,True
10483,6415.57,5900.83,3,True
10484,9032.79,8095.27,1,True
10485,341.25,310.05,1,True
10486,1266.45,1127.99,1,True
10487,19205.88,19008.09,2,True
10488,14967.419999999998,13882.84,3,True
10489,38856.229999999996,35408.38,5,True
1049,8013.450000000001,7394.81,3,True
10490,37669.270000000004,34836.65,5,True
10491,38821.58,34835.850000000006,5,True
10492,4660.92,4650.57,1,True
10493,23058.02,20736.739999999998,3,True
10494,60729.79,58728.9,5,True
10495,2196.16,1898.3799999999999,1,True
10496,8230.75,7866.34,1,True
10497,23107.2,21726.489999999998,3,True
10498,18661.68,17588.45,2,True
10499,13682.36,12857.27,4,True
105,45062.490000000005,41069.84,4,True
1050,22272.379999999997,21613.16,2,True
10500,17997.02,17265.71,3,True
10501,11530.050000000001,11184.800000000001,1,True
10502,28336.77,27498.36,2,True
10503,7083.54,6500.13,1,True
10504,41596.18,40074.54,6,True
10505,8073.16,7698.950000000001,3,True
10506,34037.82,30244.409999999996,3,True
10507,2612.75,2609.97,1,True
10508,13098.3,11592.43,3,True
10509,18026.78,16637.06,3,True
1051,9736.53,9264.05,3,True
10510,52002.990000000005,48413.55,5,True
10511,8970.75,8729.38,1,True
10512,19972.62,17827.03,2,True
10513,27006.19,23326.85,3,True
10514,7030.719999999999,6522.539999999999,3,True
10515,28915.61,27418.71,4,True
10516,23889.9,17182.25,6,True
10517,7776.289999999999,7074.099999999999,2,True
10518,4331.35,3819.21,2,True
10519,1272.6000000000001,1209.72,1,True
1052,14519.33,13753.27,4,True
10520,886.8000000000001,880.1300000000001,1,True
10521,11316.800000000001,10163.660000000002,2,True
10522,4158.0,3990.39,1,True
10523,16020.84,13624.2,1,True
10524,5924.75,5160.99,1,True
10525,325.78,279.96,1,True
10526,45864.17,42895.8,5,True
10527,18697.68,16321.27,2,True
10528,29886.510000000002,27390.34,3,True
10529,7082.400000000001,6436.6,1,True
1053,4439.68,3876.86,1,True
10530,27583.06,25636.960000000003,4,True
10531,32724.95,29919.41,6,True
10532,39146.52,36016.28,6,True
10533,52670.4,49757.67,5,True
10534,3761.06,3430.2400000000002,2,True
10535,7274.16,6540.76,1,True
10536,10605.15,9795.880000000001,2,True
10537,20578.65,17979.65,3,True
10538,10991.36,10450.57,2,True
10539,4098.38,3727.5899999999997,3,True
1054,18811.93,17655.13,5,True
10540,6987.540000000001,6820.9800000000005,2,True
10541,2632.86,2479.25,2,True
10542,11614.49,10855.009999999998,3,True
10543,15552.18,15250.28,2,True
10544,13886.94,13444.220000000001,2,True
10545,23171.07,23062.29,2,True
10546,36314.2,19534.539999999997,4,True
10547,14015.119999999999,13016.55,3,True
10548,14323.779999999999,12788.63,2,True
10549,4302.360000000001,3987.0500000000006,1,True
1055,19563.24,18804.36,2,True
10550,17227.79,16524.13,4,True
10551,25958.11,22525.78,2,True
10552,36674.08,32291.04,4,True
10553,19825.46,17561.92,3,True
10554,19822.24,17839.870000000003,2,True
10555,19674.71,18084.34,3,True
10556,3545.09,3173.13,2,True
10557,22078.859999999997,21256.82,3,True
10558,29918.52,27607.010000000002,3,True
10559,21705.52,20193.53,2,True
1056,29492.61,27540.5,5,True
10560,23811.48,21173.079999999998,4,True
10561,11678.67,11220.06,4,True
10562,32642.45,31537.030000000002,5,True
10563,8590.96,8141.549999999999,1,True
10564,18116.940000000002,16752.23,3,True
10565,1112.73,1031.88,1,True
10566,13540.52,12661.46,3,True
10567,7798.0,7736.09,1,True
10568,34787.08,30014.96,3,True
10569,17011.88,16250.51,5,True
1057,33578.55,30594.5,3,True
10570,12209.59,11053.49,2,True
10571,6055.4400000000005,5371.780000000001,3,True
10572,17310.56,15582.88,2,True
10573,14213.7,13663.6,1,True
10574,10601.88,10051.47,2,True
10575,20506.16,18103.059999999998,3,True
10576,20912.29,18957.66,3,True
10577,3037.8999999999996,2893.7799999999997,1,True
10578,13946.019999999999,12302.98,6,True
10579,19174.81,18570.54,5,True
1058,14224.74,14008.19,2,True
10580,7519.040000000001,6656.6,2,True
10581,16975.07,14648.68,3,True
10582,22585.819999999996,21956.549999999996,3,True
10583,18131.93,17419.48,2,True
10584,24647.17,22761.34,2,True
10585,890.8900000000001,840.6800000000001,2,True
10586,24585.81,21348.750000000004,2,True
10587,13949.64,12783.880000000001,2,True
10588,6515.8,5937.030000000001,3,True
10589,29883.63,28336.99,5,True
1059,14467.779999999999,13303.599999999999,1,True
10590,18763.370000000003,16656.920000000002,3,True
10591,36795.59,35371.130000000005,3,True
10592,5610.08,5295.530000000001,2,True
10593,25911.83,24953.01,3,True
10594,12716.919999999998,11888.869999999999,2,True
10595,10213.55,9368.99,3,True
10596,26683.55,24572.64,5,True
10597,12848.78,11750.52,2,True
10598,19786.399999999998,18688.97,2,True
10599,17006.61,16101.56,2,True
106,34467.34,30546.149999999998,4,True
1060,1067.85,1015.61,2,True
10600,21207.75,20477.78,4,True
10601,624.48,554.1,1,True
10602,3794.75,3726.23,2,True
10603,12141.499999999998,10705.66,4,True
10604,19646.09,17421.89,3,True
10605,6081.96,5815.030000000001,2,True
10606,4125.6900000000005,3729.42,4,True
10607,31582.73,29844.77,2,True
10608,16117.359999999999,14577.77,3,True
10609,7887.820000000001,6977.910000000001,3,True
1061,31430.519999999997,30674.52,3,True
10610,16687.13,15147.8,2,True
10611,18021.969999999998,15394.689999999997,2,True
10612,10491.919999999998,10168.16,2,True
10613,17335.86,15210.24,3,True
10614,6278.9,5795.329999999999,2,True
10615,5204.34,5078.64,1,True
10616,26390.41,23928.1,5,True
10617,13970.52,12257.0,2,True
10618,5306.150000000001,4680.070000000001,2,True
10619,10217.93,9487.0,2,True
1062,2751.8999999999996,2435.9999999999995,1,True
10620,11289.900000000001,10343.400000000001,2,True
10621,8995.380000000001,8425.8,2,True
10622,16828.32,14997.900000000001,3,True
10623,2409.09,2141.73,2,True
10624,23009.64,21457.23,2,True
10625,22452.71,19409.170000000002,2,True
10626,3215.46,2346.12,3,True
10627,10578.45,9492.39,2,True
10628,18210.02,17953.190000000002,2,True
10629,6391.169999999999,6065.75,2,True
1063,27774.54,26488.06,3,True
10630,51282.060000000005,47755.97,6,True
10631,17271.13,15904.490000000002,3,True
10632,13226.7,12728.61,2,True
10633,11686.169999999998,10197.3,3,True
10634,5033.57,4894.719999999999,2,True
10635,44060.46,40332.4,5,True
10636,10163.0,9816.58,2,True
10637,10518.810000000001,9793.95,3,True
10638,12030.480000000001,10341.140000000001,2,True
10639,7876.080000000001,7234.33,2,True
1064,26351.940000000002,24957.42,2,True
10640,817.52,799.22,1,True
10641,10049.400000000001,9167.440000000002,1,True
10642,11028.14,9775.369999999999,2,True
10643,25326.64,24195.8,3,True
10644,14484.289999999999,13555.91,2,True
10645,24430.88,10434.060000000001,2,True
10646,20495.7,18560.77,2,True
10647,10617.18,9567.68,4,True
10648,9672.48,8683.71,2,True
10649,18202.5,17622.6,1,True
1065,53272.71,47841.46,6,True
10650,14868.36,14016.210000000001,2,True
10651,16964.14,15066.779999999999,2,True
10652,19005.94,17043.76,5,True
10653,17246.620000000003,16007.560000000001,3,True
10654,14676.230000000001,14290.320000000002,2,True
10655,12955.77,12860.219999999998,2,True
10656,32614.92,30987.38,4,True
10657,6401.72,5619.360000000001,1,True
10658,30843.39,27076.879999999997,3,True
10659,22039.61,19881.46,2,True
1066,17350.55,15328.17,2,True
10660,16152.6,15718.869999999999,2,True
10661,20585.48,18814.260000000002,4,True
10662,1610.3999999999999,1401.9199999999998,1,True
